id_pedido;cliente;restaurante;categoria;data_pedido;valor_pedido;taxa_entrega;desconto;quantidade_itens;forma_pagamento;status;cidade
5592;Cliente_1664;Churrasco Grill;Pizza;08/10/2024;97.23;4.14;;3;Dinheiro;Entregue;São Paulo
5593;Cliente_2716;Cantina Italiana;Churrasco;20/05/2024;43.91;6.79;5.0;3;Cartão Crédito;Entregue;Belo Horizonte
5594;Cliente_753;Sushi Express;Hamburguer;07/07/2024;63.3;6.77;10.0;2;Cartao Debito;Entregue;Belo Horizonte
5595;Cliente_644;Sushi Express;Brasileira;27/09/2024;68.71;4.17;5.0;2;Cartão Crédito;Cancelado;Rio de Janeiro
5596;Cliente_1788;Pizza_Mania;Italiana;17/03/2024;32.57;10.35;10.0;2;Cartão Crédito;Cancelado;Curitiba
5597;Cliente_2115;Sushi Express;Açai;05/12/2024;57.14;13.88;10.0;1;pix;Cancelado;Rio de Janeiro
5598;Cliente_925;   - Tropical;Pizza;03/01/2024;80.95;6.67;10.0;3;pix;Saiu para entrega;Rio de Janeiro
5599;Cliente_1109;Cantina Italiana;Hamburguer;14/01/2024;142.46;8.32;0.0;2;Cartao Debito;Cancelado;Belo Horizonte
5600;Cliente_2304;Pizza_Mania;Salgados;21/05/2024;20.42;5.09;0.0;2;Cartao Debito;Em preparo;Salvador
5601;Cliente_77;Pizza_Mania;Brasileira;08/05/2024;134.63;12.03;10.0;4;Pix;Saiu para entrega;São Paulo
5602;Cliente_1729;Cantina Italiana;Pizza;30/01/2024;140.61;6.23;5.0;2;pix;Cancelado;Salvador
5603;Cliente_1811;Pizza_Mania;Japonesa;06-15-2024;97.39;14.07;5.0;4;pix;Saiu para entrega;Curitiba
5604;Cliente_2257;Cantina Italiana;Açai;14/10/2024;68.14;14.26;0.0;3;Dinheiro;Cancelado;Belo Horizonte
5605;Cliente_2558;Burger House;Churrasco;10/02/2024;66.81;5.27;;2;Pix;Saiu para entrega;São Paulo
5606;Cliente_1046;   - Tropical;Churrasco;21/10/2024;98.06;6.51;5.0;4;pix;Saiu para entrega;Rio de Janeiro
5607;Cliente_1665;Pastel & Cia;Pizza;08/01/2024;102.53;5.74;10.0;4;Dinheiro;Saiu para entrega;São Paulo
5608;Cliente_2933;Sushi Express;Brasileira;20/10/2024;96.92;12.17;0.0;1;Dinheiro;Cancelado;Belo Horizonte
5609;Cliente_1255;   - Tropical;Japonesa;27/12/2024;26.5;3.74;;4;Cartão Crédito;Saiu para entrega;Salvador
5610;Cliente_1245;Burger House;Japonesa;17/07/2024;126.92;5.35;10.0;1;Pix;Cancelado;Salvador
5611;Cliente_963;Tempero Caseiro;Açai;09/02/2024;75.77;9.56;0.0;3;Cartão Crédito;Saiu para entrega;Rio de Janeiro
5612;Cliente_2771;Tempero Caseiro;Hamburguer;12/05/2024;112.63;10.63;0.0;3;Cartão Crédito;Saiu para entrega;Curitiba
5613;Cliente_1805;Pastel & Cia;Churrasco;04/06/2024;48.95;3.13;0.0;4;Cartão Crédito;Entregue;Rio de Janeiro
5614;Cliente_867;Burger House;Italiana;07/09/2024;143.72;5.2;0.0;4;Cartão Crédito;Em preparo;Curitiba
5615;Cliente_2063;Burger House;Brasileira;02-28-2024;62.42;5.92;0.0;3;Pix;Entregue;São Paulo
5616;Cliente_2886;Burger House;Brasileira;10/12/2024;101.48;13.05;5.0;2;Pix;Cancelado;Rio de Janeiro
5617;Cliente_2912;Burger House;Italiana;21/01/2024;122.23;11.6;5.0;2;pix;Cancelado;Salvador
5618;Cliente_190;Cantina Italiana;Açai;02/08/2024;86.44;6.56;10.0;3;Cartao Debito;Em preparo;Curitiba
5619;Cliente_862;Pastel & Cia;Salgados;25/07/2024;100.44;11.72;5.0;1;pix;Em preparo;Rio de Janeiro
5620;Cliente_551;Cantina Italiana;Churrasco;28/03/2024;118.89;4.27;;3;Pix;Em preparo;São Paulo
5621;Cliente_1604;Tempero Caseiro;Açai;04/11/2024;58.42;8.21;5.0;3;Cartao Debito;Em preparo;Curitiba
5622;Cliente_673;Pastel & Cia;Pizza;01/04/2024;76.6;7.69;0.0;4;Dinheiro;Entregue;Rio de Janeiro
5623;Cliente_1324;Churrasco Grill;Hamburguer;12/10/2024;122.88;10.76;0.0;2;Pix;Em preparo;Belo Horizonte
5624;Cliente_1971;Sushi Express;Italiana;05/08/2024;142.6;14.43;;3;Cartao Debito;Entregue;Curitiba
5625;Cliente_2379;Sushi Express;Açai;17/09/2024;128.51;12.1;5.0;2;Cartao Debito;Saiu para entrega;Salvador
5626;Cliente_914;Sushi Express;Açai;04-14-2024;69.98;10.93;10.0;4;Cartão Crédito;Saiu para entrega;Rio de Janeiro
5627;Cliente_113;Pastel & Cia;Japonesa;05/03/2024;114.07;3.55;5.0;1;Dinheiro;Em preparo;Curitiba
5628;Cliente_2147;Pastel & Cia;Churrasco;05/12/2024;114.85;5.55;5.0;2;Cartão Crédito;Cancelado;Curitiba
5629;Cliente_779;Sushi Express;Italiana;09/05/2024;96.37;9.63;;1;Pix;Entregue;Curitiba
5630;Cliente_1695;Pastel & Cia;Salgados;08/05/2024;122.15;8.27;10.0;4;Dinheiro;Saiu para entrega;São Paulo
5631;Cliente_2787;   - Tropical;Pizza;09/03/2024;31.7;7.38;10.0;2;Cartao Debito;Entregue;Rio de Janeiro
5632;Cliente_633;Tempero Caseiro;Italiana;22/08/2024;75.47;8.85;0.0;2;Pix;Em preparo;São Paulo
5633;Cliente_2660;Cantina Italiana;Churrasco;11/10/2024;113.9;5.56;0.0;2;Dinheiro;Entregue;Salvador
5634;Cliente_175;Burger House;Brasileira;08-22-2024;38.42;7.37;;1;Cartao Debito;Cancelado;Curitiba
5635;Cliente_828;   - Tropical;Açai;04-27-2024;21.34;3.78;5.0;2;Pix;Saiu para entrega;Belo Horizonte
5636;Cliente_358;Pastel & Cia;Italiana;11/08/2024;78.43;13.65;10.0;3;Cartão Crédito;Cancelado;Salvador
5637;Cliente_2711;Pastel & Cia;Italiana;02/06/2024;35.39;3.77;5.0;4;Cartao Debito;Em preparo;Curitiba
5638;Cliente_2416;Pizza_Mania;Churrasco;07/06/2024;109.16;14.8;0.0;4;Cartao Debito;Saiu para entrega;São Paulo
5639;Cliente_2330;Burger House;Salgados;09/07/2024;83.56;9.12;10.0;1;pix;Saiu para entrega;São Paulo
5640;Cliente_679;Sushi Express;Italiana;10-14-2024;139.17;12.3;5.0;4;pix;Em preparo;Curitiba
5641;Cliente_1124;   - Tropical;Açai;07/06/2024;123.24;7.23;;3;Cartão Crédito;Cancelado;Curitiba
5642;Cliente_2687;Tempero Caseiro;Pizza;15/03/2024;96.27;7.66;0.0;3;Cartao Debito;Em preparo;Belo Horizonte
5643;Cliente_506;Cantina Italiana;Japonesa;07/04/2024;26.47;5.63;10.0;2;Dinheiro;Em preparo;Curitiba
5644;Cliente_2065;   - Tropical;Salgados;14/02/2024;114.74;3.06;10.0;2;Dinheiro;Saiu para entrega;São Paulo
5645;Cliente_720;Pastel & Cia;Pizza;01/04/2024;20.31;11.94;5.0;4;pix;Entregue;Belo Horizonte
5646;Cliente_520;Churrasco Grill;Italiana;19/06/2024;126.31;3.92;0.0;2;pix;Entregue;Salvador
5647;Cliente_2672;Pizza_Mania;Brasileira;07-26-2024;61.77;6.82;0.0;4;Cartao Debito;Entregue;Curitiba
5648;Cliente_851;   - Tropical;Açai;04/09/2024;120.74;5.25;5.0;4;Dinheiro;Cancelado;Rio de Janeiro
5649;Cliente_1885;Cantina Italiana;Hamburguer;02/05/2024;120.55;4.85;5.0;2;Cartão Crédito;Cancelado;Curitiba
5650;Cliente_442;Churrasco Grill;Salgados;27/09/2024;37.12;11.59;10.0;4;Cartão Crédito;Saiu para entrega;Belo Horizonte
5651;Cliente_453;Sushi Express;Italiana;01/03/2024;85.13;6.44;5.0;2;Dinheiro;Saiu para entrega;São Paulo
5652;Cliente_899;Sushi Express;Italiana;14/10/2024;91.95;6.48;;3;Cartao Debito;Em preparo;São Paulo
5653;Cliente_1413;Pizza_Mania;A@a�;26/03/2024;57.79;10.11;;2;pix;Saiu para entrega;Salvador
5654;Cliente_2632;Churrasco Grill;Japonesa;06-13-2024;77.44;12.95;10.0;1;Cartão Crédito;Cancelado;São Paulo
5655;Cliente_783;Burger House;Hamburguer;08/09/2024;29.97;11.84;;3;pix;Cancelado;São Paulo
5656;Cliente_2152;   - Tropical;Hamburguer;07/04/2024;45.49;8.87;;2;Cartão Crédito;Em preparo;Curitiba
5657;Cliente_1769;Tempero Caseiro;Churrasco;24/04/2024;41.53;5.56;5.0;3;Dinheiro;Entregue;Curitiba
5658;Cliente_1692;Sushi Express;Hamburguer;10/05/2024;43.61;3.0;0.0;3;Cartão Crédito;Cancelado;Rio de Janeiro
5659;Cliente_1797;   - Tropical;Italiana;11/03/2024;142.18;3.89;;1;pix;Entregue;Belo Horizonte
5660;Cliente_1384;Cantina Italiana;Italiana;04/09/2024;79.39;5.65;0.0;4;Pix;Entregue;Belo Horizonte
5661;Cliente_2630;Churrasco Grill;Italiana;02-27-2024;71.96;8.24;0.0;3;Pix;Cancelado;Salvador
5662;Cliente_118;Pastel & Cia;Brasileira;23/05/2024;79.91;14.87;0.0;2;Cartao Debito;Saiu para entrega;São Paulo
5663;Cliente_717;Tempero Caseiro;Churrasco;07/03/2024;129.52;11.71;;1;pix;Cancelado;São Paulo
5664;Cliente_978;Pizza_Mania;Churrasco;24/06/2024;28.07;13.14;5.0;4;Cartão Crédito;Saiu para entrega;São Paulo
5665;Cliente_2423;Tempero Caseiro;Japonesa;02/09/2024;139.56;6.33;;3;Cartão Crédito;Cancelado;Salvador
5666;Cliente_595;Tempero Caseiro;Brasileira;10-25-2024;101.29;4.52;0.0;1;Dinheiro;Saiu para entrega;São Paulo
5667;Cliente_1765;Sushi Express;Brasileira;12/01/2024;83.97;7.86;10.0;4;pix;Em preparo;Rio de Janeiro
5668;Cliente_1515;Tempero Caseiro;Hamburguer;08-30-2024;48.09;12.81;;3;Dinheiro;Entregue;Curitiba
5669;Cliente_1773;Cantina Italiana;Italiana;14/03/2024;144.65;6.72;;3;pix;Saiu para entrega;Belo Horizonte
5670;Cliente_460;Sushi Express;Açai;06/06/2024;143.35;12.29;5.0;3;Cartão Crédito;Cancelado;Belo Horizonte
5671;Cliente_2818;Pastel & Cia;Brasileira;21/06/2024;49.47;6.3;10.0;3;Pix;Em preparo;Salvador
5672;Cliente_2452;Sushi Express;Açai;03-30-2024;28.23;5.66;0.0;1;Cartao Debito;Em preparo;Curitiba
5673;Cliente_1578;Sushi Express;Churrasco;09/05/2024;68.7;4.19;5.0;2;pix;Cancelado;Salvador
5674;Cliente_2939;Pizza_Mania;Italiana;04/01/2024;26.4;11.18;5.0;1;pix;Em preparo;Rio de Janeiro
5675;Cliente_97;Tempero Caseiro;Brasileira;01/02/2024;125.67;4.95;10.0;1;pix;Cancelado;Curitiba
5676;Cliente_2857;Sushi Express;Brasileira;02/06/2024;80.03;12.43;;2;Dinheiro;Saiu para entrega;Rio de Janeiro
5677;Cliente_2463;Sushi Express;Brasileira;08-24-2024;128.8;12.48;;2;Pix;Entregue;Curitiba
5678;Cliente_140;Churrasco Grill;Hamburguer;27/06/2024;72.49;6.88;5.0;3;Cartao Debito;Entregue;Belo Horizonte
5679;Cliente_996;Pastel & Cia;Pizza;01/08/2024;91.51;11.71;10.0;3;Cartão Crédito;Entregue;Curitiba
5680;Cliente_651;Tempero Caseiro;Brasileira;10/09/2024;54.49;8.33;5.0;2;pix;Entregue;Belo Horizonte
5681;Cliente_991;Churrasco Grill;Hamburguer;04/06/2024;99.45;14.68;5.0;2;Pix;Saiu para entrega;Salvador
5682;Cliente_1463;   - Tropical;Açai;20/07/2024;65.2;9.06;;1;Cartão Crédito;Saiu para entrega;Curitiba
5683;Cliente_1738;   - Tropical;Hamburguer;11/08/2024;48.09;11.04;0.0;2;Cartão Crédito;Em preparo;Rio de Janeiro
5684;Cliente_2594;Burger House;Japonesa;01/07/2024;136.71;14.21;10.0;3;pix;Em preparo;Belo Horizonte
5685;Cliente_930;Pizza_Mania;Brasileira;06-29-2024;34.49;14.12;10.0;3;pix;Em preparo;São Paulo
5686;Cliente_595;Sushi Express;Japonesa;28/04/2024;81.86;12.01;10.0;1;Cartão Crédito;Cancelado;Curitiba
5687;Cliente_240;Tempero Caseiro;Hamburguer;31/01/2024;98.01;14.23;;3;Cartao Debito;Cancelado;Curitiba
5688;Cliente_1502;Cantina Italiana;Salgados;02/12/2024;86.23;14.59;;3;Cartão Crédito;Entregue;São Paulo
5689;Cliente_591;Burger House;Japonesa;10/10/2024;83.82;5.24;0.0;3;Pix;Em preparo;Belo Horizonte
5690;Cliente_1654;Pizza_Mania;Salgados;01/06/2024;113.55;11.66;5.0;2;pix;Cancelado;Salvador
5691;Cliente_993;Sushi Express;Brasileira;23/09/2024;72.99;6.01;;4;Dinheiro;Entregue;Salvador
5692;Cliente_2732;Tempero Caseiro;Brasileira;11/04/2024;67.45;12.16;10.0;4;Pix;Entregue;Curitiba
5693;Cliente_722;Sushi Express;Hamburguer;03/03/2024;88.29;14.9;;3;Dinheiro;Entregue;São Paulo
5694;Cliente_1741;Cantina Italiana;Japonesa;17/11/2024;100.49;14.52;5.0;3;Cartão Crédito;Em preparo;Belo Horizonte
5695;Cliente_1176;Burger House;Pizza;01-20-2024;41.73;4.86;0.0;2;Pix;Saiu para entrega;Rio de Janeiro
5696;Cliente_1780;Sushi Express;Pizza;26/06/2024;48.09;7.76;0.0;1;Dinheiro;Cancelado;Curitiba
5697;Cliente_238;Churrasco Grill;Hamburguer;06-13-2024;102.54;9.64;0.0;3;Pix;Em preparo;Curitiba
5698;Cliente_2385;Pizza_Mania;Salgados;31/10/2024;40.64;13.18;;2;Dinheiro;Cancelado;São Paulo
5699;Cliente_2957;Tempero Caseiro;Pizza;18/11/2024;101.62;7.68;0.0;3;Pix;Em preparo;Salvador
5700;Cliente_932;Churrasco Grill;Japonesa;05/10/2024;102.86;5.69;;4;pix;Entregue;Rio de Janeiro
5701;Cliente_2304;Sushi Express;Italiana;23/05/2024;81.73;13.76;5.0;3;Cartao Debito;Entregue;Belo Horizonte
5702;Cliente_829;Sushi Express;Pizza;29/06/2024;129.91;7.18;;1;pix;Saiu para entrega;São Paulo
5703;Cliente_2111;Pizza_Mania;Salgados;12-19-2024;145.7;13.8;0.0;1;Pix;Em preparo;São Paulo
5704;Cliente_15;Burger House;Salgados;12-15-2024;52.07;10.08;0.0;2;Dinheiro;Saiu para entrega;Rio de Janeiro
5705;Cliente_1664;Churrasco Grill;Churrasco;04-21-2024;95.85;7.28;10.0;4;Cartão Crédito;Saiu para entrega;Rio de Janeiro
5706;Cliente_242;Burger House;Churrasco;05/01/2024;130.45;7.31;0.0;3;Pix;Cancelado;Curitiba
5707;Cliente_2930;Sushi Express;Churrasco;06/09/2024;73.01;13.47;10.0;4;Dinheiro;Cancelado;Curitiba
5708;Cliente_2350;Churrasco Grill;Japonesa;29/09/2024;41.52;6.91;;2;Dinheiro;Cancelado;Belo Horizonte
5709;Cliente_2465;Pastel & Cia;Hamburguer;23/08/2024;62.79;11.26;0.0;2;Pix;Cancelado;Rio de Janeiro
5710;Cliente_679;Cantina Italiana;Brasileira;03/07/2024;89.97;4.6;0.0;3;Cartão Crédito;Saiu para entrega;Belo Horizonte
5711;Cliente_1206;Cantina Italiana;Pizza;09-14-2024;125.43;8.56;;4;Dinheiro;Cancelado;Belo Horizonte
5712;Cliente_2817;   - Tropical;Japonesa;19/07/2024;95.08;12.49;;1;Cartao Debito;Saiu para entrega;Curitiba
5713;Cliente_1401;Churrasco Grill;Pizza;06-24-2024;120.58;8.03;;2;Cartão Crédito;Saiu para entrega;Belo Horizonte
5714;Cliente_761;Pastel & Cia;Japonesa;08-29-2024;31.8;13.41;5.0;2;Pix;Entregue;Belo Horizonte
5715;Cliente_1130;Pastel & Cia;Japonesa;09/07/2024;66.18;3.13;5.0;3;Cartao Debito;Cancelado;São Paulo
5716;Cliente_2784;Cantina Italiana;Açai;13/07/2024;72.81;9.9;;2;Cartão Crédito;Em preparo;Rio de Janeiro
5717;Cliente_2143;Cantina Italiana;Hamburguer;03/08/2024;38.31;9.64;0.0;3;Cartao Debito;Em preparo;Salvador
5718;Cliente_710;Burger House;Açai;06-21-2024;132.11;6.53;5.0;2;Dinheiro;Em preparo;Salvador
5719;Cliente_400;Tempero Caseiro;Hamburguer;12/04/2024;58.54;3.76;10.0;1;pix;Em preparo;Salvador
5720;Cliente_561;Cantina Italiana;Churrasco;08/05/2024;128.3;7.16;10.0;3;Dinheiro;Saiu para entrega;Belo Horizonte
5721;Cliente_2459;Burger House;Pizza;30/07/2024;34.75;6.0;10.0;2;Cartao Debito;Saiu para entrega;Belo Horizonte
5722;Cliente_1753;Sushi Express;Pizza;09/01/2024;111.2;5.93;5.0;3;Pix;Saiu para entrega;Belo Horizonte
5723;Cliente_898;Pastel & Cia;Brasileira;04/03/2024;48.27;10.88;5.0;4;Pix;Entregue;Belo Horizonte
5724;Cliente_2847;Pastel & Cia;Brasileira;04/08/2024;149.68;7.62;5.0;2;Pix;Em preparo;Salvador
5725;Cliente_881;Sushi Express;Salgados;08-29-2024;127.04;3.91;10.0;3;Cartão Crédito;Saiu para entrega;Curitiba
5726;Cliente_1421;Churrasco Grill;Hamburguer;23/08/2024;135.4;4.2;5.0;1;Cartão Crédito;Saiu para entrega;Salvador
5727;Cliente_891;   - Tropical;Churrasco;15/02/2024;147.56;4.58;;3;Cartao Debito;Cancelado;São Paulo
5728;Cliente_2555;Burger House;Açai;13/04/2024;114.39;6.11;10.0;2;Cartão Crédito;Entregue;Rio de Janeiro
5729;Cliente_2736;Burger House;Japonesa;29/04/2024;54.17;11.48;5.0;3;Dinheiro;Entregue;Belo Horizonte
5730;Cliente_2299;   - Tropical;Italiana;06-23-2024;133.86;7.72;;3;Cartao Debito;Cancelado;Curitiba
5731;Cliente_1074;Pastel & Cia;Açai;26/02/2024;49.62;14.08;0.0;4;pix;Em preparo;São Paulo
5732;Cliente_254;   - Tropical;Italiana;22/07/2024;113.45;12.65;5.0;3;Dinheiro;Saiu para entrega;São Paulo
5733;Cliente_969;Pizza_Mania;Salgados;11/05/2024;45.95;3.66;;3;Dinheiro;Entregue;São Paulo
5734;Cliente_1863;Pastel & Cia;Italiana;01/12/2024;69.69;14.3;5.0;3;Pix;Em preparo;São Paulo
5735;Cliente_1660;Tempero Caseiro;Salgados;13/06/2024;124.0;13.55;;1;Pix;Cancelado;Salvador
5736;Cliente_1030;Churrasco Grill;Japonesa;02/11/2024;136.35;12.97;;3;Cartão Crédito;Cancelado;Curitiba
5737;Cliente_998;   - Tropical;Pizza;09-20-2024;32.67;8.36;;3;Cartão Crédito;Saiu para entrega;Rio de Janeiro
5738;Cliente_1383;Sushi Express;Salgados;05/07/2024;77.39;9.85;5.0;2;Cartão Crédito;Cancelado;Belo Horizonte
5739;Cliente_1828;Burger House;Brasileira;01/08/2024;76.92;10.31;10.0;3;Dinheiro;Em preparo;São Paulo
5740;Cliente_2974;Burger House;Hamburguer;07/04/2024;79.38;10.87;;1;pix;Entregue;Rio de Janeiro
5741;Cliente_1917;Sushi Express;Açai;15/08/2024;109.94;5.23;;1;Cartão Crédito;Cancelado;Curitiba
5742;Cliente_1030;   - Tropical;Salgados;12/04/2024;134.25;12.66;10.0;3;Dinheiro;Cancelado;Rio de Janeiro
5743;Cliente_1822;Sushi Express;Japonesa;17/12/2024;88.19;8.6;10.0;2;Cartao Debito;Saiu para entrega;Belo Horizonte
5744;Cliente_1093;Sushi Express;Italiana;29/05/2024;86.25;11.74;;4;pix;Saiu para entrega;São Paulo
5745;Cliente_1677;Burger House;Salgados;07/11/2024;100.43;14.9;0.0;2;Pix;Entregue;Belo Horizonte
5746;Cliente_118;Cantina Italiana;Hamburguer;11/06/2024;117.42;6.11;0.0;3;Cartao Debito;Em preparo;São Paulo
5747;Cliente_1477;Churrasco Grill;Salgados;09/11/2024;52.24;11.57;;2;Pix;Em preparo;Curitiba
5748;Cliente_2901;Pizza_Mania;Hamburguer;06/06/2024;107.37;3.98;10.0;3;Dinheiro;Saiu para entrega;Belo Horizonte
5749;Cliente_1574;Tempero Caseiro;Japonesa;10-28-2024;118.97;12.16;0.0;3;Dinheiro;Saiu para entrega;Curitiba
5750;Cliente_939;Tempero Caseiro;Hamburguer;17/02/2024;142.34;14.33;5.0;2;Cartão Crédito;Entregue;Belo Horizonte
5751;Cliente_412;Pastel & Cia;Churrasco;24/11/2024;28.21;8.44;;4;Dinheiro;Entregue;Rio de Janeiro
5752;Cliente_872;Burger House;Pizza;19/10/2024;57.6;13.79;5.0;2;Dinheiro;Cancelado;Curitiba
5753;Cliente_1338;Sushi Express;Brasileira;14/05/2024;124.81;6.97;;2;Dinheiro;Cancelado;São Paulo
5754;Cliente_1772;   - Tropical;Churrasco;03/03/2024;31.91;8.67;0.0;2;pix;Saiu para entrega;São Paulo
5755;Cliente_2639;Pizza_Mania;Pizza;13/11/2024;93.77;8.31;;4;Dinheiro;Cancelado;Salvador
5756;Cliente_1261;Burger House;Churrasco;01/12/2024;28.74;6.3;;2;Dinheiro;Saiu para entrega;São Paulo
5757;Cliente_909;Tempero Caseiro;Brasileira;25/01/2024;42.7;5.17;0.0;1;Cartao Debito;Entregue;Curitiba
5758;Cliente_1446;   - Tropical;Açai;13/04/2024;24.52;14.42;10.0;2;pix;Entregue;São Paulo
5759;Cliente_1331;Churrasco Grill;Hamburguer;11-24-2024;118.21;4.57;10.0;1;pix;Em preparo;Curitiba
5760;Cliente_2301;Churrasco Grill;Hamburguer;02/11/2024;114.0;7.31;;1;Cartao Debito;Saiu para entrega;Salvador
5761;Cliente_9;Cantina Italiana;Salgados;06-17-2024;148.95;9.63;5.0;2;Cartão Crédito;Em preparo;Salvador
5762;Cliente_2085;Pastel & Cia;Hamburguer;12/11/2024;73.98;5.82;10.0;2;Pix;Em preparo;Salvador
5763;Cliente_2436;Pastel & Cia;Italiana;15/03/2024;21.16;7.25;0.0;2;pix;Cancelado;Rio de Janeiro
5764;Cliente_1003;Sushi Express;Hamburguer;08/07/2024;46.2;11.22;0.0;4;Cartao Debito;Saiu para entrega;São Paulo
5765;Cliente_2908;Burger House;Italiana;28/11/2024;31.67;13.3;10.0;2;Pix;Entregue;São Paulo
5766;Cliente_2927;Churrasco Grill;Açai;07/08/2024;51.37;4.36;10.0;3;Pix;Em preparo;Curitiba
5767;Cliente_864;Churrasco Grill;Churrasco;10/05/2024;141.76;6.69;;3;pix;Em preparo;São Paulo
5768;Cliente_2070;Pastel & Cia;Salgados;05/06/2024;114.55;6.93;10.0;4;Dinheiro;Entregue;Salvador
5769;Cliente_1840;Sushi Express;Italiana;05-27-2024;93.77;13.97;0.0;2;Pix;Cancelado;São Paulo
5770;Cliente_833;Churrasco Grill;Brasileira;05/03/2024;62.6;6.61;5.0;4;Cartao Debito;Em preparo;Rio de Janeiro
5771;Cliente_2919;Pastel & Cia;Brasileira;05/01/2024;82.66;10.38;;2;Dinheiro;Saiu para entrega;Belo Horizonte
5772;Cliente_2903;Cantina Italiana;Churrasco;26/11/2024;99.8;12.24;5.0;3;Cartao Debito;Cancelado;Salvador
5773;Cliente_2715;Tempero Caseiro;Açai;09/01/2024;116.42;12.31;10.0;2;Cartao Debito;Cancelado;Rio de Janeiro
5774;Cliente_1423;   - Tropical;Pizza;17/07/2024;132.51;6.71;;3;Dinheiro;Cancelado;São Paulo
5775;Cliente_132;Cantina Italiana;Japonesa;22/05/2024;52.04;10.94;;3;Cartão Crédito;Em preparo;Rio de Janeiro
5776;Cliente_1982;Burger House;Açai;26/11/2024;146.45;7.46;0.0;3;Cartão Crédito;Cancelado;Curitiba
5777;Cliente_2372;Churrasco Grill;Churrasco;10-15-2024;130.59;10.27;0.0;2;Cartão Crédito;Entregue;Salvador
5778;Cliente_983;Sushi Express;Brasileira;14/02/2024;92.36;8.64;10.0;4;pix;Em preparo;Rio de Janeiro
5779;Cliente_1131;Burger House;Hamburguer;23/11/2024;61.78;13.21;5.0;2;Cartão Crédito;Saiu para entrega;São Paulo
5780;Cliente_1801;Sushi Express;Pizza;22/04/2024;84.41;7.81;5.0;3;Cartão Crédito;Entregue;São Paulo
5781;Cliente_2480;Churrasco Grill;Churrasco;25/08/2024;149.45;7.39;10.0;3;Cartao Debito;Em preparo;São Paulo
5782;Cliente_644;   - Tropical;Hamburguer;07/03/2024;85.09;9.65;5.0;1;Pix;Saiu para entrega;Rio de Janeiro
5783;Cliente_971;Sushi Express;Brasileira;09/06/2024;142.39;5.61;10.0;4;Cartão Crédito;Saiu para entrega;Rio de Janeiro
5784;Cliente_1107;   - Tropical;Pizza;07/04/2024;121.75;4.36;5.0;2;Cartao Debito;Entregue;Rio de Janeiro
5785;Cliente_20;Cantina Italiana;Japonesa;06/12/2024;98.36;5.58;5.0;3;Cartão Crédito;Entregue;Belo Horizonte
5786;Cliente_206;Tempero Caseiro;Hamburguer;25/05/2024;84.69;7.75;5.0;2;Dinheiro;Em preparo;Curitiba
5787;Cliente_575;   - Tropical;Churrasco;12-20-2024;138.3;6.9;;4;Cartão Crédito;Saiu para entrega;Rio de Janeiro
5788;Cliente_2069;Churrasco Grill;Salgados;01/08/2024;101.13;4.73;10.0;2;pix;Cancelado;Salvador
5789;Cliente_2418;Pastel & Cia;Pizza;22/08/2024;35.26;4.84;5.0;2;Pix;Entregue;São Paulo
5790;Cliente_25;Tempero Caseiro;Italiana;03-19-2024;134.09;14.54;;4;Cartao Debito;Cancelado;Belo Horizonte
5791;Cliente_210;Pizza_Mania;Pizza;07-27-2024;124.04;11.68;10.0;1;Dinheiro;Em preparo;Rio de Janeiro
5792;Cliente_2165;Sushi Express;Pizza;14/12/2024;138.87;11.52;10.0;2;Cartão Crédito;Entregue;Rio de Janeiro
5793;Cliente_572;Pastel & Cia;Churrasco;12/03/2024;78.83;13.47;;3;Cartão Crédito;Entregue;Belo Horizonte
5794;Cliente_1412;Pastel & Cia;Açai;10/06/2024;66.97;5.69;10.0;3;Pix;Em preparo;São Paulo
5795;Cliente_254;Tempero Caseiro;Pizza;10/06/2024;141.31;5.5;10.0;2;Cartão Crédito;Em preparo;Curitiba
5796;Cliente_2757;Pizza_Mania;Pizza;23/05/2024;55.88;4.9;;3;Dinheiro;Saiu para entrega;Belo Horizonte
5797;Cliente_2988;Sushi Express;Salgados;27/11/2024;104.7;13.14;5.0;2;pix;Saiu para entrega;Salvador
5798;Cliente_67;Pastel & Cia;Hamburguer;14/08/2024;66.74;5.22;5.0;1;Pix;Saiu para entrega;Rio de Janeiro
5799;Cliente_2648;Tempero Caseiro;Hamburguer;17/11/2024;31.71;8.88;;2;Dinheiro;Em preparo;Belo Horizonte
5800;Cliente_573;Cantina Italiana;Japonesa;08-17-2024;98.55;3.91;0.0;2;Dinheiro;Em preparo;Rio de Janeiro
5801;Cliente_1202;Burger House;Pizza;11/09/2024;113.65;6.53;0.0;2;Dinheiro;Em preparo;São Paulo
5802;Cliente_2986;   - Tropical;Pizza;05/02/2024;76.69;5.28;5.0;4;pix;Entregue;Salvador
5803;Cliente_1507;Pizza_Mania;Brasileira;08-13-2024;62.01;8.42;5.0;3;pix;Entregue;Belo Horizonte
5804;Cliente_915;   - Tropical;Hamburguer;08/05/2024;93.46;12.9;;4;Dinheiro;Cancelado;Rio de Janeiro
5805;Cliente_978;Pizza_Mania;Brasileira;06-27-2024;21.91;4.95;10.0;4;Pix;Cancelado;São Paulo
5806;Cliente_2699;Cantina Italiana;Churrasco;07/09/2024;56.35;10.97;;2;Dinheiro;Em preparo;Curitiba
5807;Cliente_1543;Churrasco Grill;Pizza;27/06/2024;93.15;5.76;5.0;2;pix;Em preparo;Belo Horizonte
